Kritik dan Saran,Klasifikasi
ada pernah temu gmeet zoom w a tugas dekat uas numpuk sampe 5 mohon toleransi jangan terlalu beban mahasiswa untuk kelas karyawan yg sdh kuras tenaga kerja akhir ada waktu buat ajar uas sudah tumpuk deadline,0
perlu modul lebih jelas metode ajar bukan presentasi ada point penting yg jelas apa,0
dosen pernah ada gmeet kurang jelas jelas materi,0
jelas materi terlalu cepat,0
terkadang susah hubung terkadang telat waktu ajar baik lebih tepat waktu,0
jelas materi kurang jelas,0
jelas materi terlalu cepat,0
sering telat ajar saran nya lebih tepat waktu,0
pernah ada kelas online maupun offline materi kurang jelas,0
terlalu cepat jelas,0
terlalu susah hubung ingin mulai mata kuliah,0
baik lebih profesional dalam ajar jangan mudah bawa asa marah,0
lebih baik modul baguk dlm bentuk pdd klo emng jumlah halaman sedikit masa modul inggris paling tipis harga 40k,0
baik modul jgn tebal tebal karna lihat bikin malas baca,0
aktif masuk kelas baik baik,0
mohon semua dosen sudah tugas ajar laksana printah dg baik,0
terlalu santai kalo ajar jadi mahasiswa jadi kurang semangat,0
baik nilai jangan terlalu pelit mahasiswa usaha mampu kita,0
oke,0
deadline kumpul tugas terlalu cepat,0
mungkin karna bu dosen jadi wadir jadi sibuk jarang masuk jadwal bahkan mungkin hitung hitung jari jadi lebih baik kalo dijadiin dosen jangan punya duduk tinggi sibuk ajar ajar jadi lebih efektif,0
baik kalaw mau ngasih tugas jelas pak juga harus dibanyakin praktek bukan online tros pusing materi praktek harus lebih tekan ujung nonton yt deh kuotane habis kalaw sinyal hilang yah udah deh bubar,0
jangan kirim materi google classroom suruh kerja tugas harap ada meet temu,0
pak kalo wa sama mahasiswa di bales,0
lebih jelas keras suara beri materi upa video youtube,0
jangan suka ngasih tugass,0
saran ketika beri materi terlalu cepat bicara,0
depan lebih luang waktu masuk kelas bu,0
suruh mahasiswa kerja tugas tidak jelas detail bahas,0
mungkin dosen ganti jadi pernah ada meet,0
jarang g meet jarang ngasih tugass moga kedepnya di baik,0
kurang dalam sampai materi kuliah,0
lebih masuk kelas sesuai jadwal,0
ajar jangan terlalu cepat jelas materi sangat susah di paham,0
kuliah jarang sulit paham materi di uji,0
ada,0
mohon maaf materi jelas dosen sebut kurang paham banyak mahasiswa dalam beri tugas seabreg abreg ga mipil apabila mahasiswa yg tanya lewat wa kadang dibls metode sampai materi kurang inovatif,0
kalo ngajar suka ngebatasin waktuu,0
lebih sering untuk beri materi kelas,0
sering sering bimbing jangan cuma nyuruh nonton youtub terus tinggal pergi,0
materi sulit paham,0
terlalu cepat jelas,0
lebih sabar dalam hadap mahasiswa terkadang lambat selesai tugas,0
lebih sabar hadap mahasiswa terkadang jawab tanya,0
lebih sabar hadap mahasiswa terkadang kalau tanya jawab,0
lebih sabar hadap mahasiswa ketika tanya lama jawab bingung,0
kurang atur waktu terkadang masuk gmeet lambat tidak beri tahu mahasiswa gmeet tepat mulai jam berapa sering sekali saat mata kuliah selesai dosen tetap lanjut,0
terkadang dosen saat gmeet mulai perhati mahasiswa mau ikut masuk gmeet mahasiswa tunggu lama di acc,0
saat ajar dosen terlalu serius kurang ling canda mahasiswa nyaman saat ajar,0
tugas terlalu banyak selalu suruh bikin video minggu,0
materi kurang jadi kalau mau uas mahasiswa terkadang cari materi sendiri,0
praktik lab harap periksa ada kelas dapat ikut benar belum,0
jangan terlalu cepat ajar,0
terlalu monoton ajar,0
minta direspon ada mahasiswa konfirmasi kena kbm,0
lebih sering masuk kbm biar susah nyari hari ganti,0
jangan galak galak sama mahasiswa,0
lebih baik guna gmeet whatsapp mahasiswa lebih paham,0
sering masuk kelas online,0
lebih gampang hubung terkadang mahasiswa butuh tanya,0
jangan sering sering kosong,0
jangan beda beda mahasiswa semua mahasiswa sama,0
kurang jelas sampai materi,0
kurang kuasa situasi kelas,0
kurang efisien ajar lama satu semester beri tugas tanam tanam lalu jual,0
saran jika hubung mahasiswa beri balas konfirmasi baik,0
kurang jelas jelas di jam sore baik lebih jelas dan buat situasi lebih seru,0
kurang jelas jelas materi,0
baik kalau ajar jangan terlalu cepat jangan sering marah marah mahasiswa,0
saran ketika ajar lebih sabar walaupun jelas materi jelas mudah emosi,0
lama ganti dosen alam pak sunandar tinggal hanya ajar bu ika sekali,0
saran masuk kasih tugas tinggal jauh materi sekali ngasih tugas banyak tidak jelas jika di tanya masuk tidak selalu banyak alas,0
aada,0
sering sering kabar bu jgn suka dadak kalo beri tugas jgn yg sulit mhsiswanya,0
tidk,0
terlalu tegang ajar,0
tdk adaa,0
materi terlalu banyak jadi lebih banyak metode ajar lalu vidio bahas rutin,0
kurang waktu ajar,0
bosan cara ajar,0
pernah ajar,0
jelas terlalu bingung bolak balik cara ajar,0
sinyal dosen ganggu bosan cara ajar,0
hubung susah,0
kalo kasih tugas jangan banyak banyak kurang singgung mahasiswa,0
gmeet buk masa via chat,0
gapernah googlemeet semenjak smt3 ini mau smt5,0
saran kalo kelas pagi lebih ontime jadwal yg beri prodi mahasiswa tunggu terlalu lama,0
saran moga beri sabar bertammbah mahasiswa,0
adq,0
kritik ketika waktu kuliah harus siap sampai materi akan bahas jam kosong terus saran harus dosen lalu media online gmeet zoom tindak ajar jadi bagai mahasiswa tidak tahu materi apa ajar alhasil mahasiswa dar baca sendiri tidak sepenuh paham mohon sangat prodi koreksi dosen benar benar niat ajar mahasiswa,0
tanggung jawab sampai materi mahasiswa dari awal pernah isi ajar tiba tiba beri tugas tanpa jelas,0
jangan kirim materi tapi jelas mahasiswa faham,0
lebih lihat lg nilai mahasiswa,0
pernah laku google meet lama 1 smester ada kelas cuma beri materi lewat gc,0
jangan sering beri tugas,0
kurang jam kosong tidak terlalu cepat kejar materi,0
jelas atas materi sulit paham,0
pembelajjaran kurang efektif,0
jelas jgn terlalu ceoat,0
jelas jgn terlalu cepat,0
jelas jangan terlalu cepat,0
terkadang video upload yt sama yang di modul ulang kali putar baca belum paham materi 100,0
hubung susah di wa tanya maksud tugas di read cara jasa kurang sekian terima kasih,0
sampai materi terlalu cepat,0
terlalu banyak tugas video simpan penuh,0
pernah gmeet,0
moga bapak lebih timbang waktu kuliah laksana sore jelang petang saya waktu sebut kurang maksimal fisik lelah pagi kuliah jadi kurang paham,0
susah ajar,0
lebih sabar dalam mengajarr,0
kurang baik,0
ajar jarang masuk cuma masuk 1 kali temu,0
kurang maksimal tidak pernah laku gmeet paham kurang,0
jelas materi jangan terlalu cepat,0
jangan sering kosong,0
jelas buat boring,0
kurang senang metode ajar,0
dosen tdk pernah hadir kls sibuk pernah ajar 1x offline kejar materi belum,0
terlalu tegang terang materi,0
jelas materi belum asih tugas nya buat jdwal temu lalu gmeet dosen lain,0
asisten dosen kurang baik kurnaag sabar,0
kalo jelas langsung muter muter dulu kadang sedikit bingung jelas nya jga terlalu kecepetan,0
gak,0
lebih sering masuk kelas,0
baik jgn sering2 jamkos,0
meski dosen ganti alm pa sunandar ibu ika beberapa kali beri tugas pernah laku satu kali tatap muka beri ajar tinggal moga lebih cepat beri respon saat hubung moga lebih baik,0
baik dosen lebih jelas detail ini mata kuliah praktikum butuh contoh real catat transaksi nya,0
kurang jelas dasar materi sebut,0
kurang sampai materi,0
jangan terlalu beri banyak tugas kadang kejar kejar deadline saya mahasiswi ekstensi,0
tugas jangan minggu,0
mohon sebut nilai yg kurang muas sebut lantas buat jadi pacu jadi yg lebih baik malah buat down mental masalah sering jadi kuliah daring nilai buruk bukan arti pandai tidak tutup mungkin signal buruk,0
metode ajar via wa krg paham,0
jangan terlalu cepat jelas,0
kurang lebih kurang paham yang sampai media ajar online,0
kurang lebih kurang paham media ajar online,0
minta siswa dosen dapat jelas materi butuh bimbing dapat paham materi bukan motivasi,0
sering kendala koneksi internet bawa kurang enak hehe,0
jelas lebih rinci ada mahasiswa belum paham,0
jarang jelas materi kirim video hampir tiap temu mahasiswa kurang paham materi,0
jangan kirim video youtube ajar jangan buat materi sesuai modul mahasiswa bisa baca materi sampai sama di modul ajar,0
tidal,0
dosen ajar mudah paham,0
nothing,0
tak jelas,0
cari dosen benar benar kompeten bidang mk dosen bisa kuasa mahasiswa bisa paham,0
baik sudah jam ajar guna mesti ganti hari lanjut ada mahasiswa hubung bisa direspon ajar bingung monoton,0
saran kritik adalah lebih sempat waktunta masuk kelas jelas materi detail hanya beri tugas,0
mohon maaf belum kritik lebih harga mahasiswa chat mahasiswa butuh pasti dosen meski cuma jawab saya sendiri chat ijin pernah baca bahkan balas kelas ektensi tugas banyak dateline cepat sungguh uras tenaga pikir mayoritas kita kerja bagai kuda waktu banyak habis tempat kerja lagi tugas dosen lain kalau sebut terap kelas pagi baik sekali saran samping praktek langsung kampus untuk buat akun youtube tutorial guna suatu aplikasi excel acces flowchart mahasiswa belum paham tinggal mk ikut terima kasih,0
ajar tarik terlalu monoton,0
terlalu banyak tugas pak,0
baik dosen beri jelas materi kuliah jelas mahasiswa lebih paham beri jelas materi kuliah baik jangan tele tele juga jangan terlalu cepat terima kasih,0
baik tugas rang kelas ekstnsi waktu mengerjakann tugas sedikit,0
penjrlasan naterinya kurang,0
jelas suatu materi hendaknyaa serta ppt file dukung,0
kali asdosnya kasih tahu lebih harga mahasiswa enak sendiri,0
dosen jarang masuk kelas,0
lebih antusias dalam jelas,0
koneksi internet nya stabil presentasi,0
lebih adil beri nilai,0
sampai materi lalu presentasi efektif,0
jangan terlalu cepat beri materi bu jangan pelit nilai,0
beri motivasi mahasiswa jangan jatuh mental ucap ibu dosen hormat sindir cela dengan ucap di sampai saat kuliah,0
walaupun ada kelas beri materi bu,0
jangan telat,0
ga pernah mau jelas materi soal lebih sehingga jam diem2an,0
saran pak asrofi ajar usaha tidak bosan tidak lebih jam ajar terimakasih,0
konfirmasi mk kadang lambat,0
sering masuk kelas tidak tahu materi ajar moga temu masuk kelas bisa jumpa walaupun lewat gmeet atau zoom terimakasih,0
tdk ad,0
g,0
terlalu cepat memyampaikan materi,0
terlalu cepat memyampaikan materi,0
dosen beri materi,0
baik dosen bis lebih atur waktu bisa ajar waktu,0
tidakada,0
tugas terlalu berat mahasiswa,0
lebih kreatif dlm ajar tdk boring,0
kurang jelas jelas materi,0
kurang jelas dlm ajar,0
jangan ajar terlalu cepat,0
dosen pernah hadir 1 semester,0
mulai kuliah jangan malam kadang keburu ngantuk jadi tidur,0
ajar yg beri terlalu monotoon terkadang bosan,0
kelas malam masa sama kelas pagi kerja jadi kalo kasi tugas erti,0
baik bapak jangan asisten dosen asisten dosen bapak temperamen,0
baik jangan diam diam lama satu jam pak biar juga ilmu,0
bingung materi anggar usaha bu ghea jarang masuk,0
bagai mahasiswa paham materi asp terkadang dosen mau jelas lebih tentang materi,0
ya bu harus ajar sesuai jadwal jangan malah jarang ajar sekali,0
kalo dijelasin pak materi jangan malah satu jam diem diem terus,0
bu kalau bikin soal uts uas opsi nya jangan pake a b benar b c benar soal ekuliah gada opsi abcd nya opsi kadang bolak balik acak jadi bingung kalau mau jawab,0
ada,0
terlalu ketat ajar,0
kurang,0
ada jelas kerja tugas baru,0
jelas perintah lumayan kurang jelas,0
jelas nyata soal dosen kurang jelas cukup bingung kerja soal,0
pak sunarto saya ajar jelas materi kurang jelas banyak mahasiswa boring tidak sesuatu tarik,0
tidaknada,0
terlalu cepat sampai materi terlalu cuek mahasiswa,0
1 dosen pegang 1 matkul mk motion graphict jadi jarang ajar maksimal jarang masuk,0
kelas online kurang cocok matkul turut matakuliah harus tatap muka mending nonton tutorial langsung youtube,0
saya jangan pakai asdos,0
kurang cara sampai bahan ajar mahasiswa,0
kurang tepat waktu,0
jarang beri jelas materi mahasiswa beri ppt sama tugas tiap minggu mohon depan jangan itu,0
ga tau,0
metode ajar terlalu monoton,0
ajar lebih variasi jgn tonton vidio yt resume jarang daring guna gmeet,0
lebih jelas dalam jelas materi,0
tidkak,0
cara ajar kurang senang,0
maaf belum klu asisten dosen sedia solid ganti,0
kurang ajar,0
ga tah,0
kurang jelas ajar,0
materi yg sampai sulit paham tugas sulit,0
ajar praktek sedia solid dosen nya sangat sabar dosen selalu beri tanya apabila mahasiswa yang paham materi sebut,0
baik dosen jelas materi rinci tidak semua mahasiswa tahu apa ajar,0
ga,0
masuk jangan tugas terus,0
terang kurang jelas paham,0
dosen jelas lebih apa akan praktek,0
dosen jarang masuk lab lebih sering praktikum damping asisten laboratorium laboran,0
jangan pilih kasih dong,0
cara ajar mahasiswa kurang efektif apabila cara offline,0
kurang terang,0
kurang jelas terang,0
kurang tugas hubung,0
banyak kendala mata kuliah contoh mahasiswa yg milik komputer laptop dapat ikut ajar daring mahasiswa yg milik komputer laptop aplikasi ajar yg guna support laptop komputer mahasiswa jadi sulit laku daring,0
kurang jelas,0
sampai materi lebih jelas dan saat praktikum terlalu andal tugas ada laboratorium jujur materi sampai tugas laboratorium kurang jelas,0
kritik jarang isi kuliah beri ppt,0
lain kali mudah hubung direspon mahasiswa ingat ajar,0
terang terlalu cepat kurang paham,0
ngga,0
dosen jarang damping praktikum praktikum damping asisten laboratorium laboran lama praktikum laboran jelas cara yg baik benar buat sedia sering jadi miss komunikasi tak jarang buat sedia ada cara tahu benar salah,0
mohon lebih sering jelas kena materi yg ajar,0
terlalu cepat saat jelas materi teori maupun praktek dosen jarang masuk ada penting bisa tunda urus kti kakak tingkat yang akhir ganti asisten ada beberapa arah yang buat bingung dosen bilang pakai metode asisten bilang pakai metode tanya ulang jawab beda praktek,0
video ajar akun youtube bu inur terkadang jelas baik suara maupun tulis,0
terlalu cepat saat jelas materi teori maupun praktek dosen jarang masuk ada penting bisa tunda urus kti kakak tingkat yang akhir ganti asisten ada beberapa arah yang buat bingung dosen bilang pakai metode asisten bilang pakai metode tanya ulang jawab beda praktek beri materi lebih dalam bentuk file mahasiswa mahasiswi ajar nya,0
kurang paham terang,0
ajar terlalu cepat,0
dosen bisa masuk ganti tugas ketika bisa masuk lalu tugas harus ganti hari jangan ada tugas ganti hari ketika beliau bisa masuk takut kelas ampu tugas terlalu banyak deadline cepat kami kewalahan,0
ada,0
kurang jelas sampai materi depan lebih jelas sampai materi,0
jelas materi ajar hanya beri modul,0
kurang jelas sampai materi,0
saat sampai jelas materi terlalu cepat,0
emosional kuat jadi hening,0
materi kadang lupa kirim google classroom,0
jarang jelas materi detail lebih sering beri tugas mahasiswa,0
pa agus jarang masuk isi kuliah beri materi tugas mungkin kalau isi kuliah bakal lebih paham,0
saran saya situasi ajar kurang tarik kalau jelas susah paham,0
saran saya lebih baik meet pada diekuliah kalau jelas susah paham,0
laku temu walaupun maksimal andal materi kirim mahasiswa butuh jelas tidak rasa sulit,0
telah uts sekarang pernah isi mk lalu meet yg beri ppt moga bu tya cepat sembuh,0
beri materi ajar lebih jelas buru buru mudah paham dan tidak andal tugas ada laboratorium,0
kurang komunikasi,0
saran jangan cepat emosi hadap mahasiswa,0
jangan suka ubah ubah pak kalo ngasih atur lapor yaa pak,0
jarang masuk mata kuliah hanya beri materi jelas,0
ada saran kritik,0
hemm,0
ibu kok sering gk masuk sih kls,0
jangan ngasih tugas terus jarang jelasin,0
bu kalo ngasih tugas lapor lah bu jangan banyak banyak,0
baik tetap ajar walaupun lewat online pada beri ppt pasti banyak mahasiswa yg pham hanya andal ppt,0
hubung mahasiswa jangan cuma baca karena masa pandemi ini serba susah bingung,0
jangan susah hubung mahasiswa,0
di google meet suara bu evi kurang dengar,0
terkadang jelas yang kirang paham,0
jelas materi jangan terlalu cepat tidak tangkap jelas materi,0
saya slama cuma kasih materi ada ajar saya tidak terlalu paham materi lama ibu kasih ppt,0
pernah masuk lama kuliah bagi materi untuk ajar jadi mahasiswa kurang erti,0
jangan galak galak pak,0
jangan galak galak bu,0
tiidak,0
rang tugas jarang masuk mata kuliah materi kurang di erti,0
jgn saklek saklek walaupun daring,0
di masa pandemi jadi ajar online kurang efektif,0
gada,0
mohon jgn ngasih tugas trs pak temu sini butuh jelas terimakasih,0
kalo ngasih tugas jangan banyak banyak,0
mohon maaf usaha banyak materi dengan tugas tentu mahasiswa mampu kuasa materi,0
hubung langsung jawab,0
banyak materi tugas cukup buat mahasiswa mampu kuasa mata kuliah teknologi sedia solid,0
iyah,0
dosen masuk cuma sekali semester udh byr mahal tadi ajar mohon baik,0
sistem ajar baik mahasiswa paham,0
lebih jelas dalam terang,0
jelas materi kurang paham,0
susah hubung lewat wa,0
terlalu sering beri tugas jarang masuk beri jelas materi,0
terlalu sering beri tugas jarang jelas materi di share,0
materi jelas cukup banyak jadi susah paham,0
kurang jelas beri materi,0
sampai materi kurang jelas mohon bicara bahasa inggris alangkah baik ling pake bahasa indonesia mahasiswa mudah paham,0
suka beri tugas mk jarang masuk ketika teori selalu tugas,0
selalu kan tugas jarang beri jelas,0
jarang masuk soal sibuk pekerjaanya harus ada mk hari stop kerja di fokus ajar,0
jasa kurang enak terlalu cepet,0
pak jokonya gak ketika praktek mniding kalau praketek pak jokonya hadir jgan wakil,0
praktek sama sekali mungkin pandemi jadi pernah ada giat,0
ada praktek makul,0
ga pernah praktikum so gak saran kritik,0
terlalu cepat sampai materi,0
tidka,0
ibu nya jarang masuk ajar mungkin efek hamil kali jadi jarang masuk lama 1 semester ibu cuma masuk 1 2 kali,0
full bahasa inggris kalo njelasin materi emang bagus sih kalau ngomongnya cepat saya gak ngerti miss,0
pernah praktikum jadi ada saran kritik,0
text book banget jadi monoton kalau ngejelasin materi pak,0
ada saran kritik emang pernah praktikum langsung,0
saran kritik,0
ibu maaf sedang ajar jangan obrol teman dosen lain sampai tinggal hehehe,0
ibu maaf sedang ajar jangan makan hehee,0
jangan mem milih mahasiswa entah dari lulus farmasi adil ajar,0
jangan terlalu cepat ajar,0
mohon jelas lbh jelas lg beri pasti,0
materi beri kurang,0
jangan main tangan,0
sabarin aja yg banyak buat,0
hmm ga tau apa apa,0
no,0
sangat sayang materi yabg harus dapat jelas dalam sampai sangat bingung,0
puyeng banyak nonton video,0
mohon sangat jangan terlalu paksa ajar luring masa pandemi sekarang,0
jangan terlalu paksa diri memang sanggup jadi kesan kurang tahu bidang mata kuliah,0
jelas apa yg jelas sedang mk jangan selalu keluar mk yg tak kait mk yg ibu sedang ajar ada mahasiswa yg tanya jelas lengkap akurat sedang terang selesai tidak muter2 bahas satu2 dlu contoh dosen chemical dunia steward langsung alih bicara ajak ngobrol mahasiswa belum selesai ajar,0
praktek tida milik tempah sesuai mata kuliah sedia alat bahan kurang,0
kuasa materi akan ajar,0
saran cari dosen alam bidang nya,0
suara kencengin,0
lebih kuasa materi akan ajar,0
nih ya mana dosen pasti nyiapin bahan materi buat ajar modul buat ajar pegang bagai mahasiswa tanya modul jawabane cari diinternet terus buat apa ada kelas buat apa mending gak usah adain sekali gak perlu kasih kamu ajar yg dosen nya sendiri gak siap bayar kampus di jurus dapet model dosen khusus rasa rugi ganti dosen kalo memang gak siap ambil mata kuliah ini jangan cuman ganti ganti orang enak mau nya sendiri gak mikirin kualitas yg bodoh nama,0
dosen sampai materi paku yang diinternet hanya sampai ulang cara baca sepertibiasa kalau cara kasih materi mahasiswa baca sendiri sendiri,0
kalo ngga mumpuni jadi kaprodi mundur kawan save hotel,0
kalau kompeten jari kaprodi mundur kawan save hotel,0
cara sampai materi terkadang guna kalimat kata2 sulit paham mahasiswa,0
engga,0
materi kurang jelas,0
masuk mk nya jangan terlalu lama pak jdi buang waktu,0
jangan terlalu banyak selip canda ditengah2 sampai materi,0
ganti ajah dosen b inggris hotel nya,0
saran pak tugas jangan sering video pak,1
movie time mohon film tayang film populer,1
saran bu sering masuk kelas,1
makin tingkat ibu,1
